,0
F,75427
M,42525
,35636
Female,31709
Male,26680
หญิง,188
ชาย,77
female,6
male,5
女性,3
Woman,3
Femail,2
Femal,2
女,2
Male ,2
U,2
หญิง ,1
Women,1
Men,1
W,1
Perempuan,1
26/06/1997,1
Man,1
Fm,1
Femalr,1
Female ,1
男,1
